Doc_ID,PubYear,PubDate,Author,Title / Comment Content,Source,Category,Word Count,Notes,Link
0,2023,August 10,Ethan Brooks and Hanna Rosin,Are AI Relationships Real?,The Atlantic,Podcast Transcript,,,https://web.archive.org/web/20240117233627/https://www.theatlantic.com/podcasts/archive/2023/08/are-ai-relationships-real/674965/
